,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ALL Items Purchased ALL Locations,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Date Range: 06/09/2023 - 06/08/2024, 06/09/2024 - 06/08/2025",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Anand Ganger, 6/8/2025 10:46 AM",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Billing Location Nickname,Billing Location Address,Billing Location Account Number,Shipped Location Nickname,Shipped Location Address,Shipped Location Account Number,Short Description,Extended Description,Item Code,Manufacturer,Uom,Previous Quantity,Current Quantity,Previous Amount,Current Amount,CategoryTree,Category,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Category Level 9,Category Level 10
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"GAMMEX Non-Latex Neoprene Surgical Gloves 7 Standard Green, 4 BX/CA","GAMMEX Non-Latex Neoprene Surgical Gloves 7 Standard Green Chemo Rated, 4 BX/CA",6850151,Ansell Healthcare Products,BX,4,,581.44,,Medical & Surgical Supplies > Gloves > Surgical,Medical & Surgical Supplies,Gloves,Surgical,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"GAMMEX Non-Latex Neoprene Surgical Gloves 7.5 Standard Green, 4 BX/CA","GAMMEX Non-Latex Neoprene Surgical Gloves 7.5 Standard Green Chemo Rated, 4 BX/CA",6850154,Ansell Healthcare Products,BX,1,,135.68,,Medical & Surgical Supplies > Gloves > Surgical,Medical & Surgical Supplies,Gloves,Surgical,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Hypodermic Needle 18gx1"" Pink Conventional 100/Bx","Needle 18g 1"" Hypodermic Regular Bevel Sterile Not Made With Natural Rubber Latex Disposable Pink Conventional 100/Box",1197383,Nipro Medical Corp,BX,2,,7.32,,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Hypodermic Needle 25gx5/8"" Conventional 100/Bx, 100 BX/CA","Needle Henry Schein 25g 5/8"" Hypodermic Box Sterile Not Made With Natural Rubber Latex Disposable Conventional 100/Box, 100 BX/CA",9004468,Henry Schein Inc.,BX,34,42,134.98,221.26,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Hypodermic Needle 27gx1/2"" Conventional 100/Bx, 100 BX/CA","Needle Henry Schein 27g 1/2"" Hypodermic Box Sterile Not Made With Natural Rubber Latex Disposable Conventional 100/Box, 100 BX/CA",1127108,Henry Schein Inc.,BX,4,2,18.12,10.42,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Hypodermic Needle 30gx1"" Conventional 100/Bx, 100 BX/CA","Needle Henry Schein 30g 1"" Hypodermic Box Sterile Not Made With Natural Rubber Latex Disposable Conventional 100/Box, 100 BX/CA",1126149,Henry Schein Inc.,BX,,1,,4.98,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Hypodermic Needle 30gx1/2"" Conventional 100/Bx, 100 BX/CA","Needle Henry Schein 30g 1/2"" Hypodermic Box Sterile Not Made With Natural Rubber Latex Disposable Conventional 100/Box, 100 BX/CA",1126148,Henry Schein Inc.,BX,70,96,348.60,664.03,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,General Use Syringe 10cc Luer Lock No Dead Space 100/Bx,General Use Syringe 10cc Luer Lock No Dead Space 0.2cc Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable 100/Box,1198285,Nipro Medical Corp,BX,,3,,38.34,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"General Use Syringe 3cc Clear Low Dead Space 100/Bx, 8 BX/CA","Henry Schein General Use Syringe 3cc Clear Low Dead Space Polypropylene 0.1cc Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable 94x24x13mm/Conventional/Winged 100/Box, 8 BX/CA",5702873,Henry Schein Inc.,BX,50,3,427.00,25.62,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"General Use Syringe 3cc Clear Low Dead Space 100/Bx, 8 BX/CA","Henry Schein General Use Syringe 3cc Clear Low Dead Space Polypropylene 0.1cc Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable 94x24x13mm/Conventional/Winged 100/Box, 8 BX/CA",5702873,Henry Schein Inc.,CA,1,,39.60,,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Luer-Lok Syringe 3cc Low Dead Space 200/Bx, 4 BX/CA","Luer-Lok Syringe 3cc Low Dead Space 1/10cc Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable 200/Box, 4 BX/CA",9870248,Becton-Dickinson,BX,,21,,401.30,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Luer-Lok Syringe 3cc Low Dead Space 200/Bx, 4 BX/CA","Luer-Lok Syringe 3cc Low Dead Space 1/10cc Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable 200/Box, 4 BX/CA",9870248,Becton-Dickinson,CA,,1,,69.64,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Tuberculin Syringe 1cc Luer Lock Low Dead Space 100/Bx, 10 BX/CA","Tuberculin Syringe 1cc Luer Lock Low Dead Space Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable Lock Tip 100/Box, 10 BX/CA",3377080,Exel International Inc.,BX,12,13,215.28,293.71,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Injekt Dialysis Syringe 1cc No Dead Space 100/Bx, 18 BX/CA","Injekt Dialysis Syringe 1cc No Dead Space w/o Needle Sterile Disposable Low Waste 100/Box, 18 BX/CA",1273563,B. Braun Medical Inc.,BX,31,26,"3,026.84","2,261.30",Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Slip Tip,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Slip Tip,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,Bouffant Cap Blue 100/Bx,HSI Bouffant Cap Blue Disposable 100/Box,1046032,Henry Schein Inc.,BX,7,,61.69,,Medical & Surgical Supplies > Infection Control Products > Disposable Professional Protective Garment,Medical & Surgical Supplies,Infection Control Products,Disposable Professional Protective Garment,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Criterion Earloop Mask ASTM Level 3 Lavender 50/Bx, 6 BX/CA","Criterion Earloop Mask ASTM Level 3 Lavender 50/Box, 6 BX/CA",5702047,Henry Schein Inc.,BX,41,22,290.26,150.51,Medical & Surgical Supplies > Infection Control Products > Face Mask,Medical & Surgical Supplies,Infection Control Products,Face Mask,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Crosstex Procedure Mask ASTM Level 2 Pink Adult 50/Bx, 40 BX/CA","Crosstex Procedure Mask ASTM Level 2 Pink Size Disposable Not Made From Natural Rubber Latex 50/Box, 40 BX/CA",1076070,Crosstex International,BX,,10,,133.70,Medical & Surgical Supplies > Infection Control Products > Face Mask,Medical & Surgical Supplies,Infection Control Products,Face Mask,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Softsoap Soap 1 Gallon Ea, 4 EA/CA","Softsoap Soap 1 Gallon Aloe Vera Each, 4 EA/CA",8962863,Colgate-Palmolive Co,EA,4,4,138.96,138.96,Medical & Surgical Supplies > Infection Control Products > Hand Care & Accessories,Medical & Surgical Supplies,Infection Control Products,Hand Care & Accessories,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Softsoap Soothing Soap 1 Gallon Herbal 1/Ga, 4 GA/CA","Softsoap Soothing Soap 1 Gallon Cetrimonium Chloride / Glycerin / Diethanolamine Herbal 1/Ga, 4 GA/CA",5430105,Colgate Palmolive,GA,1,,15.44,,Medical & Surgical Supplies > Infection Control Products > Hand Care & Accessories,Medical & Surgical Supplies,Infection Control Products,Hand Care & Accessories,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"AprilGuard Powder Organisol Detergent Ea, 8 EA/CA","AprilGuard Powder Organisol Detergent Biodegradable Each, 8 EA/CA",2300037,Chester Labs Inc,EA,7,6,161.20,136.72,Medical & Surgical Supplies > Infection Control Products > Instrument Reprocessing,Medical & Surgical Supplies,Infection Control Products,Instrument Reprocessing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"SelfSeal Sterilization Pouch Self Seal 3.5 in x 9 in 200/Bx, 6 BX/CA","SelfSeal Sterilization Pouch 3.5 in x 9 in Blue / White Not Made From Natural Rubber Latex 200/Box, 6 BX/CA",1124853,Henry Schein Inc.,BX,10,1,88.92,8.53,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"SelfSeal Sterilization Pouch Self Seal 3.5 in x 9 in 500/Bx, 8 BX/CA","SelfSeal Sterilization Pouch 3.5 in x 9 in Blue / White Not Made From Natural Rubber Latex 500/Box, 8 BX/CA",1124855,Henry Schein Inc.,BX,1,5,19.80,99.84,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"SelfSeal Sterilization Pouch Self Seal 5.25 in x 10 in 200/Bx, 6 BX/CA","SelfSeal Sterilization Pouch 5.25 in x 10 in Blue / White Not Made From Natural Rubber Latex 200/Box, 6 BX/CA",1124854,Henry Schein Inc.,BX,2,2,39.60,31.90,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Tape Indicator 0.75 in For Disposable Autoclave Wraps Beige Ea, 48 EA/CA","HSI Tape Indicator 0.75 in For Disposable Autoclave Wraps Beige Not Made From Natural Rubber Latex Each, 48 EA/CA",5701510,Henry Schein Inc.,EA,1,5,4.15,21.43,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,Wrap 240/Ca,Wrap 240/Case,1197224,O & M Halyard,CA,1,2,77.06,216.85,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"CaviWipes Surface Disinfectant Large Canister 160/Cn, 12 CN/CA","Disinfectant Surface CaviWipes Large 6 in x 6.75 in Canister 160/Can, 12 CN/CA",6402805,Metrex Research Corp,CA,12,13,890.40,952.92,Medical & Surgical Supplies > Infection Control Products > Surface Disinfectant & Cleaner,Medical & Surgical Supplies,Infection Control Products,Surface Disinfectant & Cleaner,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"CaviWipes Surface Disinfectant Large Canister 160/Cn, 12 CN/CA","Disinfectant Surface CaviWipes Large 6 in x 6.75 in Canister 160/Can, 12 CN/CA",6402805,Metrex Research Corp,CN,,2,,10.26,Medical & Surgical Supplies > Infection Control Products > Surface Disinfectant & Cleaner,Medical & Surgical Supplies,Infection Control Products,Surface Disinfectant & Cleaner,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Purell Advanced Gel Sanitizer 12 oz 12oz/Bt, 12 BT/CA","Purell Advanced Gel Sanitizer 12 oz 70% Ethyl Alcohol 12oz/Bottle, 12 BT/CA",5900066,Gojo Industries Inc,BT,5,8,15.20,32.88,Medical & Surgical Supplies > Infection Control Products > Surface Disinfectant & Cleaner,Medical & Surgical Supplies,Infection Control Products,Surface Disinfectant & Cleaner,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Purell Advanced Gel Sanitizer 12 oz Pump Bottle Ea, 12 EA/CA","Purell Advanced Gel Sanitizer 12 oz Pump Bottle 70% Ethyl Alcohol Each, 12 EA/CA",1377898,Gojo Industries Inc,EA,4,,9.76,,Medical & Surgical Supplies > Infection Control Products > Surface Disinfectant & Cleaner,Medical & Surgical Supplies,Infection Control Products,Surface Disinfectant & Cleaner,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Sharps Container 2gal Red 10-3/10x7x10-1/10"" Sliding Lid Polypropylene Ea, 20 EA/CA","HSI Sharps Container 2gal Red 10-3/10x7x10-1/10"" Sliding Lid Polypropylene Reusable Each, 20 EA/CA",1127150,Henry Schein Inc.,EA,23,37,96.71,161.89,Medical & Surgical Supplies > Infectious Waste Management > Sharps Container,Medical & Surgical Supplies,Infectious Waste Management,Sharps Container,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"SharpStar Sharps Container 5qt Clr 5.5x10.75x12.5"" Ld Lk Tab Hrzntl Drp Plstc Ea, 20 EA/CA","SharpStar Sharps Container 5qt Clear 5.5x10.75x12.5"" Counterbalanced Lid Locking Tabs Horizontal Drop Plastic Molded-In Handles Nestable Wall Mount Disposable Autoclavable/Full Indicator Each, 20 EA/CA",2712717,Cardinal Health,EA,85,91,328.10,385.09,Medical & Surgical Supplies > Infectious Waste Management > Sharps Container,Medical & Surgical Supplies,Infectious Waste Management,Sharps Container,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Infusion Set 27gx3/4"" 12"" Ea, 50 EA/BX","Infusion Set 27 Gauge 3/4"" 12"" Siliconized Stainless Steel Cannula Primary Infusion Thin Wall Cannula Sterile Not Made With Natural Rubber Latex Medium Gray DEHP Free With Flexible Intrawing Butterfly Each, 50 EA/BX",3374515,Exel International Inc.,BX,1,,15.50,,Medical & Surgical Supplies > IV & Irrigation Products > IV Administration > IV Administration Sets,Medical & Surgical Supplies,IV & Irrigation Products,IV Administration,IV Administration Sets,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Irrigation Solution Sodium Chloride 0.9% 500mL Plastic Irrigation Container Ea, 16 EA/CA","Irrigation Solution Sodium Chloride 0.9% 500mL Plastic Irrigation Container USP DEHP-Free Sterile Not Made With Natural Rubber Latex Cap Closure Each, 16 EA/CA",5075201,B. Braun Medical Inc.,EA,,1,,3.99,Medical & Surgical Supplies > IV & Irrigation Products > Solutions > Irrigation Solutions,Medical & Surgical Supplies,IV & Irrigation Products,Solutions,Irrigation Solutions,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,Shave Prep Razor 2 Side Disposable Blue,Shave Prep Razor 2 Side Disposable Blue,1113336,Medline Industries Inc,CA,8,7,253.30,261.67,Medical & Surgical Supplies > OR Basics > Shave Prep,Medical & Surgical Supplies,OR Basics,Shave Prep,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Viscot Skin Marker Traditional Purple Non-Sterile, 10 BX/CA","Viscot Skin Marker Traditional Purple Non-Sterile, 10 BX/CA",6783960,Viscot Medical,BX,2,,66.40,,Medical & Surgical Supplies > OR Basics > Skin Marking Pen,Medical & Surgical Supplies,OR Basics,Skin Marking Pen,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"ChloraPrep Prep Swabstick CHG/Alc 1s 1.75mL, 10 BX/CA","ChloraPrep Prep Swabstick Chlorhexidine Gluconate 2%/Isopropyl Alcohol 70% 1's 1.75mL Non-Sterile, 10 BX/CA",9596851,Becton-Dickinson,BX,3,2,112.59,74.12,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"ChloraPrep Scrub Prep Applicator CHG 2%/Isopropyl Alcohol 70% 1.5mL, 25 BX/CA","ChloraPrep Scrub Prep Applicator CHG 2%/Isopropyl Alcohol 70% 1.5mL Clear Sterile, 25 BX/CA",1374627,Becton-Dickinson,BX,3,,59.79,,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"ChloraPrep Surgical Prep Swabstick CHG/Alc 1s 1.75mL, 10 BX/CA","ChloraPrep Surgical Prep Swabstick Chlorhexidine Gluconate 2%/Isopropyl Alcohol 70% 1's 1.75mL Sterile, 10 BX/CA",1473823,Becton-Dickinson,BX,,3,,124.64,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Pad Prep Alcohol Large, 20 BX/CA","Pad Prep Alcohol Large Sterile, 20 BX/CA",5701307,Henry Schein Inc.,BX,1,2,3.66,7.32,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Pad Prep Alcohol Large, 20 BX/CA","Pad Prep Alcohol Large Sterile, 20 BX/CA",5701307,Henry Schein Inc.,CA,8,9,554.20,665.20,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Webcol Prep Pad Alcohol Large, 20 BX/CA","Webcol Prep Pad Alcohol Large, 20 BX/CA",8900682,Cardinal Health,BX,,2,,6.34,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Webcol Prep Pad Alcohol Large, 20 BX/CA","Webcol Prep Pad Alcohol Large, 20 BX/CA",8900682,Cardinal Health,CA,2,3,126.00,214.00,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Exoform Carpal Tunnel Brace Wrist Size Large 7.5-9.5"" Left","Exoform Carpal Tunnel Brace Wrist 7.5-9.5"" Size Large",1061175,Ossur America,EA,,1,,12.07,"Medical & Surgical Supplies > Orthopedics > Brace & Support > Arm, Elbow, Wrist & Forearm",Medical & Surgical Supplies,Orthopedics,Brace & Support,"Arm, Elbow, Wrist & Forearm",,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Cold Compress 5x7""","Cold Compress 5x7""",1126146,Henry Schein Inc.,CA,10,15,425.30,610.15,Medical & Surgical Supplies > Orthopedics > Hot & Cold Therapy,Medical & Surgical Supplies,Orthopedics,Hot & Cold Therapy,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Ann Arbor,"1979 Huron Pkwy Laura Ganger, Ann Arbor, MI, 481044141",2918421,"Hot Compress 6x8.25""","Henry Schein Hot Compress 6x8.25""",4990813,Henry Schein Inc.,CA,,1,,23.31,Medical & Surgical Supplies > Orthopedics > Hot & Cold Therapy,Medical & Surgical Supplies,Orthopedics,Hot & Cold Therapy,,,,,,,
